1, -1.000000, -1.251611
1, -0.975000, -1.225221
1, -0.950000, -1.197156
1, -0.925000, -1.161133
1, -0.900000, -1.128879
1, -0.875000, -1.100814
1, -0.850000, -1.068560
1, -0.825000, -1.037145
1, -0.800000, -1.004053
1, -0.775000, -0.974313
1, -0.750000, -0.942478
1, -0.725000, -0.909805
1, -0.700000, -0.876714
1, -0.675000, -0.846555
1, -0.650000, -0.819327
1, -0.625000, -0.788330
1, -0.600000, -0.756496
1, -0.575000, -0.725917
1, -0.550000, -0.697015
1, -0.525000, -0.663923
1, -0.500000, -0.628319
1, -0.475000, -0.591457
1, -0.450000, -0.559622
1, -0.425000, -0.525274
1, -0.400000, -0.489670
1, -0.375000, -0.455322
1, -0.350000, -0.421392
1, -0.325000, -0.382855
1, -0.300000, -0.346832
1, -0.275000, -0.312484
1, -0.250000, -0.278136
1, -0.225000, -0.244625
1, -0.200000, -0.208602
1, -0.175000, -0.174254
1, -0.150000, -0.139487
1, -0.125000, -0.105139
1, -0.100000, -0.075817
1, -0.075000, -0.050684
1, -0.050000, -0.013823
1, -0.025000, -0.000000
1, -0.000000, 0.000419
1, 0.025000, -0.000000
1, 0.050000, 0.007540
1, 0.075000, 0.039375
1, 0.100000, 0.075398
1, 0.125000, 0.108909
1, 0.150000, 0.143257
1, 0.175000, 0.176767
1, 0.200000, 0.211953
1, 0.225000, 0.245463
1, 0.250000, 0.278555
1, 0.275000, 0.312903
1, 0.300000, 0.348926
1, 0.325000, 0.380761
1, 0.350000, 0.415947
1, 0.375000, 0.450295
1, 0.400000, 0.485481
1, 0.425000, 0.522342
1, 0.450000, 0.557528
1, 0.475000, 0.590619
1, 0.500000, 0.626643
1, 0.525000, 0.662248
1, 0.550000, 0.697015
1, 0.575000, 0.731782
1, 0.600000, 0.767386
1, 0.625000, 0.796708
1, 0.650000, 0.832732
1, 0.675000, 0.866661
1, 0.700000, 0.899752
1, 0.724999, 0.936195
1, 0.749999, 0.972218
1, 0.774999, 1.008242
1, 0.799999, 1.040077
1, 0.824999, 1.074006
1, 0.849999, 1.112962
1, 0.874999, 1.143959
1, 0.899999, 1.176212
1, 0.924999, 1.206372
1, 0.949999, 1.236950
1, 0.974999, 1.274649
1, 0.999999, 1.322820
2, -1.000000, -1.283445
2, -0.975000, -1.257475
2, -0.950000, -1.233599
2, -0.925000, -1.206372
2, -0.900000, -1.181239
2, -0.875000, -1.152336
2, -0.850000, -1.116732
2, -0.825000, -1.086572
2, -0.800000, -1.056832
2, -0.775000, -1.027091
2, -0.750000, -0.995257
2, -0.725000, -0.963422
2, -0.700000, -0.929911
2, -0.675000, -0.895145
2, -0.650000, -0.862891
2, -0.625000, -0.831894
2, -0.600000, -0.800897
2, -0.575000, -0.768224
2, -0.550000, -0.737227
2, -0.525000, -0.701622
2, -0.500000, -0.668112
2, -0.475000, -0.634183
2, -0.450000, -0.599835
2, -0.425000, -0.564649
2, -0.400000, -0.529463
2, -0.375000, -0.494277
2, -0.350000, -0.459929
2, -0.325000, -0.423906
2, -0.300000, -0.387882
2, -0.275000, -0.352696
2, -0.250000, -0.317929
2, -0.225000, -0.282324
2, -0.200000, -0.247976
2, -0.175000, -0.212791
2, -0.150000, -0.178442
2, -0.125000, -0.142838
2, -0.100000, -0.107652
2, -0.075000, -0.073304
2, -0.050000, -0.038118
2, -0.025000, -0.002932
2, -0.000000, 0.000000
2, 0.025000, 0.000000
2, 0.050000, 0.030578
2, 0.075000, 0.064926
2, 0.100000, 0.101369
2, 0.125000, 0.136555
2, 0.150000, 0.171322
2, 0.175000, 0.206507
2, 0.200000, 0.240855
2, 0.225000, 0.276041
2, 0.250000, 0.310808
2, 0.275000, 0.345156
2, 0.300000, 0.379923
2, 0.325000, 0.414271
2, 0.350000, 0.449038
2, 0.375000, 0.483805
2, 0.400000, 0.518153
2, 0.425000, 0.552501
2, 0.450000, 0.586431
2, 0.475000, 0.620779
2, 0.500000, 0.655546
2, 0.525000, 0.689056
2, 0.550000, 0.722147
2, 0.575000, 0.753982
2, 0.600000, 0.787493
2, 0.625000, 0.821003
2, 0.650000, 0.855351
2, 0.675000, 0.888861
2, 0.700000, 0.919858
2, 0.724999, 0.950018
2, 0.749999, 0.985622
2, 0.774999, 1.013687
2, 0.799999, 1.039239
2, 0.824999, 1.065628
2, 0.849999, 1.092437
2, 0.874999, 1.119664
2, 0.899999, 1.156944
2, 0.924999, 1.194224
2, 0.949999, 1.224802
2, 0.974999, 1.252867
2, 0.999999, 1.285959
