1, -1.000000, -0.847167
1, -0.975000, -0.822469
1, -0.950000, -0.800478
1, -0.925000, -0.781532
1, -0.900000, -0.760894
1, -0.875000, -0.748376
1, -0.850000, -0.726046
1, -0.825000, -0.704732
1, -0.800000, -0.683079
1, -0.775000, -0.663456
1, -0.750000, -0.644510
1, -0.725000, -0.626240
1, -0.700000, -0.606956
1, -0.675000, -0.584288
1, -0.650000, -0.565342
1, -0.625000, -0.542674
1, -0.600000, -0.524066
1, -0.575000, -0.506811
1, -0.550000, -0.486850
1, -0.525000, -0.463506
1, -0.500000, -0.443545
1, -0.475000, -0.418847
1, -0.450000, -0.396517
1, -0.425000, -0.372835
1, -0.400000, -0.349152
1, -0.375000, -0.324116
1, -0.350000, -0.299080
1, -0.325000, -0.275059
1, -0.300000, -0.249684
1, -0.275000, -0.226340
1, -0.250000, -0.201642
1, -0.225000, -0.175929
1, -0.200000, -0.152585
1, -0.175000, -0.127887
1, -0.150000, -0.101836
1, -0.125000, -0.077138
1, -0.100000, -0.052779
1, -0.075000, -0.027066
1, -0.050000, -0.000677
1, -0.025000, -0.000338
1, -0.000000, -0.000000
1, 0.025000, -0.000000
1, 0.050000, -0.000000
1, 0.075000, -0.000000
1, 0.100000, 0.041952
1, 0.125000, 0.076800
1, 0.150000, 0.103528
1, 0.175000, 0.128902
1, 0.200000, 0.153600
1, 0.225000, 0.179312
1, 0.250000, 0.206378
1, 0.275000, 0.228708
1, 0.300000, 0.254759
1, 0.325000, 0.277765
1, 0.350000, 0.302801
1, 0.375000, 0.326146
1, 0.400000, 0.351182
1, 0.425000, 0.374188
1, 0.450000, 0.397871
1, 0.475000, 0.422568
1, 0.500000, 0.446589
1, 0.525000, 0.469934
1, 0.550000, 0.496323
1, 0.575000, 0.520344
1, 0.600000, 0.548087
1, 0.625000, 0.571770
1, 0.650000, 0.598836
1, 0.675000, 0.624210
1, 0.700000, 0.647555
1, 0.724999, 0.674959
1, 0.749999, 0.699657
1, 0.774999, 0.726385
1, 0.799999, 0.753112
1, 0.824999, 0.778487
1, 0.849999, 0.800478
1, 0.874999, 0.824161
1, 0.899999, 0.852242
1, 0.924999, 0.872203
1, 0.949999, 0.894871
1, 0.974999, 0.932425
1, 0.999999, 0.957461
2, -1.000000, -0.899607
2, -0.975000, -0.869496
2, -0.950000, -0.844460
2, -0.925000, -0.838709
2, -0.900000, -0.808936
2, -0.875000, -0.793035
2, -0.850000, -0.769690
2, -0.825000, -0.743977
2, -0.800000, -0.720633
2, -0.775000, -0.694582
2, -0.750000, -0.669208
2, -0.725000, -0.644510
2, -0.700000, -0.622519
2, -0.675000, -0.602219
2, -0.650000, -0.580905
2, -0.625000, -0.555192
2, -0.600000, -0.531509
2, -0.575000, -0.508503
2, -0.550000, -0.481775
2, -0.525000, -0.462491
2, -0.500000, -0.439146
2, -0.475000, -0.414110
2, -0.450000, -0.390089
2, -0.425000, -0.365391
2, -0.400000, -0.340355
2, -0.375000, -0.315658
2, -0.350000, -0.290960
2, -0.325000, -0.266939
2, -0.300000, -0.241564
2, -0.275000, -0.217205
2, -0.250000, -0.193184
2, -0.225000, -0.168824
2, -0.200000, -0.144803
2, -0.175000, -0.121120
2, -0.150000, -0.097438
2, -0.125000, -0.073755
2, -0.100000, -0.051087
2, -0.075000, -0.028758
2, -0.050000, -0.005075
2, -0.025000, -0.000338
2, -0.000000, 0.000000
2, 0.025000, 0.000000
2, 0.050000, 0.000338
2, 0.075000, 0.016578
2, 0.100000, 0.041276
2, 0.125000, 0.064282
2, 0.150000, 0.088980
2, 0.175000, 0.113001
2, 0.200000, 0.137698
2, 0.225000, 0.164764
2, 0.250000, 0.186756
2, 0.275000, 0.210100
2, 0.300000, 0.234798
2, 0.325000, 0.258481
2, 0.350000, 0.283855
2, 0.375000, 0.310583
2, 0.400000, 0.334942
2, 0.425000, 0.358625
2, 0.450000, 0.383999
2, 0.475000, 0.409035
2, 0.500000, 0.431703
2, 0.525000, 0.455386
2, 0.550000, 0.479407
2, 0.575000, 0.500383
2, 0.600000, 0.523051
2, 0.625000, 0.545380
2, 0.650000, 0.567710
2, 0.675000, 0.601542
2, 0.700000, 0.623534
2, 0.724999, 0.644510
2, 0.749999, 0.667516
2, 0.774999, 0.694920
2, 0.799999, 0.715220
2, 0.824999, 0.733151
2, 0.849999, 0.751759
2, 0.874999, 0.773750
2, 0.899999, 0.796756
2, 0.924999, 0.816379
2, 0.949999, 0.834987
2, 0.974999, 0.853595
2, 0.999999, 0.886412
