CHANNEL,DIRECTION,M,B
1,1,1.052154057190672,-0.004206705379849637
1,-1,1.1405850180648338,0.03852959454106161
2,1,0.988796986283125,0.01590838834864927
2,-1,0.9262935080490073,-0.024289177999489025
