-0.250000, -0.228370
-0.240000, -0.221603
-0.230000, -0.211453
-0.220000, -0.201304
-0.210000, -0.189462
-0.200000, -0.179312
-0.190000, -0.169163
-0.180000, -0.155630
-0.170000, -0.147172
-0.160000, -0.137022
-0.150000, -0.125180
-0.140000, -0.113339
-0.130000, -0.103189
-0.120000, -0.091348
-0.110000, -0.081198
-0.100000, -0.069357
-0.090000, -0.060899
-0.080000, -0.047366
-0.070000, -0.037216
-0.060000, -0.027066
-0.050000, -0.005075
-0.040000, -0.000000
-0.030000, -0.000000
-0.020000, -0.001692
-0.010000, -0.000000
0.000000, -0.000000
0.010000, -0.000000
0.020000, -0.000000
0.030000, 0.003383
0.040000, -0.000000
0.050000, -0.000000
0.060000, -0.000000
0.070000, -0.000000
0.080000, -0.000000
0.090000, 0.027066
0.100000, 0.059207
0.110000, 0.072740
0.120000, 0.087965
0.130000, 0.098114
0.140000, 0.109956
0.150000, 0.121797
0.160000, 0.131947
0.170000, 0.142097
0.180000, 0.153938
0.190000, 0.164088
0.200000, 0.175929
0.210000, 0.182696
0.220000, 0.194537
0.230000, 0.202995
0.240000, 0.216528
