CHANNEL,DIRECTION,M,B
1,1,1.02867407020124,0.09117674821577629
1,-1,1.2014505682276242,-0.03476233112493101
2,1,1.1124026034079852,0.08181226226168432
2,-1,1.0715602513779083,-0.09093599992648668
