IMU θ,L_ENC,R_ENC,X,Y,θ,FWD,TURN
 -0.012,  10098,  11452,  0.979,  0.904,  1.446,  0.027, -0.061
 -0.012,  10129,  11479,  0.979,  0.909,  1.442,  0.026, -0.063
 -0.012,  10158,  11505,  0.980,  0.913,  1.439,  0.024, -0.064
 -0.012,  10154,  11545,  0.980,  0.916,  1.486,  0.000,  0.799
 -0.012,  10117,  11611,  0.980,  0.919,  1.596,  0.000,  0.802
 -0.012,  10076,  11678,  0.980,  0.921,  1.711,  0.000,  0.806
 -0.012,  10029,  11747,  0.980,  0.923,  1.835,  0.000,  0.802
 -0.012,   9977,  11814,  0.979,  0.924,  1.962,  0.000,  0.748
 -0.012,   9928,  11875,  0.979,  0.925,  2.079,  0.000,  0.692
 -0.012,   9881,  11931,  0.979,  0.925,  2.189,  0.000,  0.633
 -0.012,   9837,  11984,  0.978,  0.926,  2.293,  0.000,  0.564
 -0.012,   9794,  12032,  0.978,  0.926,  2.390,  0.000,  0.505
 -0.012,   9758,  12075,  0.977,  0.927,  2.474,  0.000,  0.449
 -0.012,   9726,  12114,  0.977,  0.927,  2.550,  0.000,  0.391
 -0.012,   9696,  12147,  0.977,  0.927,  2.618,  0.000,  0.347
 -0.012,   9669,  12180,  0.976,  0.927,  2.682,  0.000,  0.309
 -0.012,   9645,  12208,  0.976,  0.928,  2.737,  0.000,  0.273
 -0.012,   9624,  12235,  0.975,  0.928,  2.788,  0.000,  0.231
 -0.012,   9609,  12258,  0.975,  0.928,  2.829,  0.000,  0.199
 -0.012,   9593,  12278,  0.974,  0.928,  2.867,  0.000,  0.171
 -0.012,   9580,  12295,  0.974,  0.928,  2.899,  0.000,  0.147
 -0.012,   9572,  12311,  0.973,  0.928,  2.925,  0.000,  0.123
 -0.012,   9562,  12322,  0.973,  0.928,  2.948,  0.000,  0.102
 -0.012,   9554,  12333,  0.973,  0.928,  2.968,  0.000,  0.085
 -0.012,   9548,  12341,  0.973,  0.928,  2.983,  0.000,  0.075
 -0.012,   9542,  12346,  0.973,  0.928,  2.995,  0.000,  0.064
 -0.012,   9536,  12354,  0.973,  0.928,  3.009,  0.000,  0.053
 -0.012,   9534,  12358,  0.973,  0.928,  3.016,  0.000,  0.045
 -0.012,   9529,  12362,  0.973,  0.928,  3.025,  0.000,  0.039
 -0.012,   9524,  12367,  0.973,  0.928,  3.036,  0.000,  0.031
 -0.012,   9524,  12368,  0.973,  0.928,  3.037,  0.000,  0.027
 -0.012,   9526,  12373,  0.972,  0.929,  3.040,  0.052,  0.031
 -0.012,   9577,  12447,  0.962,  0.929,  3.065,  0.126,  0.023
 -0.012,   9683,  12577,  0.942,  0.931,  3.091,  0.161,  0.022
 -0.012,   9831,  12739,  0.915,  0.932,  3.106,  0.180,  0.021
