0.000000, 0.000000
0.000000, 0.000000
0.250000, 0.000000
0.250000, 0.152246
0.250000, 0.405990
0.250000, 0.338325
0.250000, 0.152246
0.250000, 0.219911
0.250000, 0.338325
0.250000, 0.296035
0.250000, 0.202995
0.250000, 0.253744
0.250000, 0.312951
0.250000, 0.287577
0.250000, 0.219911
0.250000, 0.236828
0.250000, 0.296035
0.250000, 0.279118
0.250000, 0.245286
0.250000, 0.253744
0.250000, 0.279118
0.250000, 0.270660
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.270660
0.250000, 0.262202
0.250000, 0.262202
0.250000, 0.262202
0.250000, 0.253744
0.250000, 0.270660
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.262202
0.250000, 0.270660
0.250000, 0.262202
0.250000, 0.245286
0.250000, 0.253744
0.250000, 0.279118
0.250000, 0.262202
0.250000, 0.245286
0.250000, 0.262202
0.250000, 0.245286
0.250000, 0.270660
0.250000, 0.270660
0.250000, 0.245286
0.250000, 0.245286
0.250000, 0.270660
0.250000, 0.262202
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.262202
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.279118
0.250000, 0.236828
0.250000, 0.253744
0.250000, 0.262202
0.250000, 0.262202
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.262202
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.262202
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.262202
0.250000, 0.253744
0.250000, 0.245286
0.250000, 0.262202
0.250000, 0.262202
0.250000, 0.245286
0.250000, 0.253744
0.250000, 0.270660
0.250000, 0.253744
0.250000, 0.236828
0.250000, 0.245286
0.250000, 0.270660
0.250000, 0.262202
0.250000, 0.245286
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.262202
0.250000, 0.245286
0.250000, 0.245286
0.250000, 0.262202
0.250000, 0.262202
0.250000, 0.253744
0.250000, 0.245286
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.245286
0.250000, 0.262202
0.250000, 0.253744
0.250000, 0.245286
0.250000, 0.270660
0.250000, 0.245286
0.250000, 0.245286
0.250000, 0.253744
0.250000, 0.287577
0.250000, 0.219911
0.250000, 0.236828
0.250000, 0.279118
0.250000, 0.262202
0.250000, 0.236828
0.250000, 0.245286
0.250000, 0.262202
0.250000, 0.270660
0.250000, 0.228370
0.250000, 0.236828
0.250000, 0.279118
0.250000, 0.262202
0.250000, 0.236828
0.250000, 0.245286
0.250000, 0.270660
0.250000, 0.253744
0.250000, 0.245286
0.250000, 0.245286
0.250000, 0.262202
0.250000, 0.253744
0.250000, 0.245286
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.245286
0.250000, 0.253744
0.250000, 0.262202
0.250000, 0.245286
0.250000, 0.253744
0.250000, 0.245286
0.250000, 0.245286
0.250000, 0.253744
0.250000, 0.262202
0.250000, 0.253744
0.250000, 0.236828
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.253744
0.250000, 0.262202
0.250000, 0.236828
0.250000, 0.245286
0.250000, 0.262202
0.250000, 0.253744
0.000000, 0.245286
0.000000, 0.093039
0.000000, -0.169163
0.000000, -0.076123
0.000000, 0.084581
0.000000, 0.025374
0.000000, -0.076123
0.000000, -0.033833
0.000000, 0.033833
0.000000, -0.016916
0.000000, -0.050749
0.000000, 0.000000
0.000000, 0.025374
0.000000, -0.033833
0.000000, -0.025374
0.000000, 0.016916
0.000000, 0.000000
0.000000, -0.033833
0.000000, -0.016916
0.000000, 0.016916
0.000000, -0.008458
0.000000, -0.042291
0.000000, 0.000000
0.000000, 0.016916
0.000000, -0.033833
0.000000, -0.016916
0.000000, 0.008458
0.000000, 0.000000
0.000000, -0.025374
0.000000, -0.016916
0.000000, 0.016916
0.000000, 0.000000
0.000000, -0.042291
0.000000, 0.000000
0.000000, 0.016916
0.000000, -0.025374
0.000000, -0.016916
0.000000, 0.008458
0.000000, 0.008458
0.000000, -0.025374
0.000000, -0.016916
0.000000, 0.008458
0.000000, 0.000000
0.000000, -0.025374
0.000000, -0.008458
0.000000, 0.000000
0.000000, 0.000000
0.000000, -0.016916
0.000000, 0.000000
0.000000, 0.000000
0.000000, -0.008458
0.000000, -0.008458
0.000000, 0.000000
0.000000, 0.000000
