IMU θ,L_ENC,R_ENC,X,Y,θ,FWD,TURN,MEAS_VEL_L,MEAS_VEL_R
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,      0,      0,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.001,    -18,     24,  0.001,  0.000,  0.045,  0.000,  0.393, -0.017,  0.017
 -0.001,    -38,     58,  0.002,  0.000,  0.103,  0.000,  0.393, -0.025,  0.025
 -0.001,    -63,     94,  0.003,  0.000,  0.168,  0.000,  0.393, -0.025,  0.025
 -0.001,    -89,    130,  0.003,  0.000,  0.234,  0.000,  0.393, -0.025,  0.025
 -0.001,   -116,    167,  0.004,  0.001,  0.302,  0.000,  0.393, -0.025,  0.034
 -0.001,   -142,    202,  0.005,  0.001,  0.367,  0.000,  0.393, -0.017,  0.034
 -0.001,   -172,    239,  0.006,  0.001,  0.439,  0.000,  0.393, -0.017,  0.034
 -0.001,   -204,    275,  0.006,  0.001,  0.512,  0.000,  0.393, -0.034,  0.025
 -0.001,   -234,    312,  0.006,  0.002,  0.583,  0.000,  0.393, -0.025,  0.034
